seq,commit_ts,op,tarjeta,perfil,zona_residencia,estado
307,2026-06-01T06:21:00,UPDATE,TC-00002955,estudiante,Santa Catarina Pinula,ACTIVA
308,2026-06-01T00:48:00,UPDATE,SIN-TARJETA,estudiante,Mixco,ACTIVA
309,2026-06-01T21:57:00,UPDATE,TC-00035686,estudiante,Zona 13,ACTIVA
310,2026-06-01T00:04:00,UPDATE,TC-00006435,trabajador,Zona 11,ACTIVA
311,2026-06-01T02:54:00,UPDATE,SIN-TARJETA,general,San Miguel Petapa,ACTIVA
312,2026-06-01T20:18:00,UPDATE,TC-00017381,estudiante,Zona 7,ACTIVA
313,2026-06-01T08:43:00,UPDATE,TC-00020112,estudiante,Zona 11,ACTIVA
314,2026-06-01T22:04:00,UPDATE,TC-00059359,general,Zona 18,ACTIVA
315,2026-06-01T10:47:00,UPDATE,MR0041641,adulto_mayor,Zona 7,ACTIVA
316,2026-06-01T01:11:00,UPDATE,TC-00023809,general,San Miguel Petapa,ACTIVA
317,2026-06-01T13:31:00,UPDATE,TC-00013265,general,Zona 13,ACTIVA
318,2026-06-01T19:22:00,UPDATE,0000054859,estudiante,Zona 12,ACTIVA
319,2026-06-01T20:47:00,UPDATE,TC-00059470,estudiante,Zona 6,ACTIVA
320,2026-06-01T20:26:00,UPDATE,TC-00042587,adulto_mayor,Zona 1,ACTIVA
321,2026-06-01T14:57:00,UPDATE,TC-00044198,trabajador,Zona 8,ACTIVA
322,2026-06-01T19:32:00,UPDATE,SIN-TARJETA,general,Zona 11,ACTIVA
323,2026-06-01T09:28:00,UPDATE,0000031554,general,Zona 1,ACTIVA
324,2026-06-01T14:54:00,UPDATE,TC-00051480,general,Zona 6,ACTIVA
325,2026-06-01T13:29:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 6,ACTIVA
326,2026-06-01T07:28:00,UPDATE,0000014596,trabajador,Villa Nueva,ACTIVA
327,2026-06-01T04:28:00,UPDATE,0000014198,trabajador,San Miguel Petapa,ACTIVA
328,2026-06-01T05:47:00,UPDATE,0000025229,adulto_mayor,Mixco,ACTIVA
329,2026-06-01T02:43:00,UPDATE,TC-00054446,estudiante,Zona 9,ACTIVA
330,2026-06-01T01:30:00,UPDATE,TC-00057189,adulto_mayor,San Miguel Petapa,ACTIVA
331,2026-06-01T07:22:00,UPDATE,TC-00041601,trabajador,Villa Nueva,ACTIVA
332,2026-06-01T23:41:00,UPDATE,TC-00057033,trabajador,Santa Catarina Pinula,ACTIVA
333,2026-06-01T06:09:00,UPDATE,TC-00024876,trabajador,Zona 4,ACTIVA
334,2026-06-01T16:56:00,UPDATE,TC-00054023,trabajador,Zona 18,ACTIVA
335,2026-06-01T20:14:00,UPDATE,TC-00045548,estudiante,Zona 7,ACTIVA
336,2026-06-01T00:42:00,UPDATE,TC-00014293,general,Zona 8,ACTIVA
337,2026-06-01T14:49:00,UPDATE,TC-00039793,general,Mixco,ACTIVA
338,2026-06-01T01:50:00,UPDATE,TC-00024922,trabajador,Zona 9,ACTIVA
339,2026-06-01T02:22:00,UPDATE,TC-00030819,adulto_mayor,Zona 7,ACTIVA
340,2026-06-01T13:43:00,UPDATE,SIN-TARJETA,general,Zona 4,ACTIVA
341,2026-06-01T05:38:00,UPDATE,SIN-TARJETA,adulto_mayor,San Miguel Petapa,ACTIVA
342,2026-06-01T05:55:00,UPDATE,0000001123,general,Zona 13,ACTIVA
343,2026-06-01T11:08:00,UPDATE,TC-00026338,estudiante,Zona 18,ACTIVA
344,2026-06-01T18:28:00,UPDATE,TC-00008824,adulto_mayor,Zona 4,ACTIVA
345,2026-06-01T11:43:00,UPDATE,TC-00009328,estudiante,Zona 8,ACTIVA
346,2026-06-01T19:16:00,UPDATE,TC-00004179,trabajador,Zona 6,ACTIVA
347,2026-06-01T05:37:00,UPDATE,TC-00022870,estudiante,Zona 12,ACTIVA
348,2026-06-01T20:34:00,UPDATE,0000046711,adulto_mayor,Zona 12,ACTIVA
349,2026-06-01T06:50:00,UPDATE,TC-00042260,adulto_mayor,Villa Nueva,ACTIVA
350,2026-06-01T17:09:00,UPDATE,TC-00000587,adulto_mayor,Santa Catarina Pinula,ACTIVA
351,2026-06-01T18:32:00,UPDATE,SIN-TARJETA,adulto_mayor,Santa Catarina Pinula,ACTIVA
352,2026-06-01T05:55:00,UPDATE,TC-00007716,trabajador,Zona 9,ACTIVA
353,2026-06-01T16:03:00,UPDATE,TC-00050775,general,Zona 17,ACTIVA
354,2026-06-01T22:54:00,UPDATE,0000027641,trabajador,Mixco,ACTIVA
355,2026-06-01T21:39:00,UPDATE,0000014830,trabajador,Zona 11,ACTIVA
356,2026-06-01T03:37:00,UPDATE,SIN-TARJETA,estudiante,Zona 13,ACTIVA
357,2026-06-01T11:30:00,UPDATE,TC-00045663,estudiante,Zona 8,ACTIVA
358,2026-06-01T00:54:00,UPDATE,TC-00018014,general,Mixco,ACTIVA
359,2026-06-01T06:53:00,UPDATE,TC-00038450,trabajador,Zona 17,ACTIVA
360,2026-06-01T10:51:00,UPDATE,TC-00007698,trabajador,Santa Catarina Pinula,ACTIVA
361,2026-06-01T02:07:00,UPDATE,TC-00020932,estudiante,Zona 17,ACTIVA
362,2026-06-01T01:05:00,UPDATE,0000043337,estudiante,Zona 10,ACTIVA
363,2026-06-01T06:00:00,UPDATE,MR0053890,general,Zona 9,ACTIVA
364,2026-06-01T15:08:00,UPDATE,TC-00014386,general,Zona 4,ACTIVA
365,2026-06-01T13:01:00,UPDATE,TC-00033722,adulto_mayor,San Miguel Petapa,ACTIVA
366,2026-06-01T01:33:00,UPDATE,TC-00058672,adulto_mayor,Villa Nueva,ACTIVA
367,2026-06-01T01:57:00,UPDATE,TC-00031878,trabajador,Zona 4,ACTIVA
368,2026-06-01T18:55:00,UPDATE,TC-00044436,general,Zona 10,ACTIVA
369,2026-06-01T15:32:00,UPDATE,0000055880,estudiante,Zona 1,ACTIVA
370,2026-06-01T09:03:00,UPDATE,TC-00031735,estudiante,Zona 4,ACTIVA
371,2026-06-01T03:33:00,UPDATE,SIN-TARJETA,estudiante,Zona 10,ACTIVA
372,2026-06-01T19:23:00,UPDATE,TC-00058486,general,San Miguel Petapa,ACTIVA
373,2026-06-01T21:35:00,UPDATE,TC-00048130,general,Santa Catarina Pinula,ACTIVA
374,2026-06-01T03:54:00,UPDATE,MR0043190,trabajador,Zona 7,ACTIVA
375,2026-06-01T12:02:00,UPDATE,TC-00051240,adulto_mayor,Zona 6,ACTIVA
376,2026-06-01T11:35:00,UPDATE,TC-00027849,estudiante,Zona 18,ACTIVA
377,2026-06-01T20:34:00,UPDATE,TC-00042079,adulto_mayor,Mixco,ACTIVA
378,2026-06-01T23:56:00,UPDATE,TC-00045584,adulto_mayor,Zona 11,ACTIVA
379,2026-06-01T02:23:00,UPDATE,0000050674,estudiante,San Miguel Petapa,ACTIVA
380,2026-06-01T23:08:00,UPDATE,TC-00017993,adulto_mayor,Zona 6,ACTIVA
381,2026-06-01T21:35:00,UPDATE,SIN-TARJETA,adulto_mayor,San Miguel Petapa,ACTIVA
382,2026-06-01T04:39:00,UPDATE,TC-00051258,estudiante,Zona 11,ACTIVA
383,2026-06-01T04:37:00,UPDATE,MR0057697,general,Zona 18,ACTIVA
384,2026-06-01T06:51:00,UPDATE,0000006111,estudiante,Zona 11,ACTIVA
385,2026-06-01T20:22:00,UPDATE,TC-00053414,trabajador,Zona 18,ACTIVA
386,2026-06-01T01:59:00,UPDATE,TC-00007158,general,Zona 1,ACTIVA
387,2026-06-01T19:56:00,UPDATE,TC-00044402,trabajador,Zona 7,ACTIVA
388,2026-06-01T08:15:00,UPDATE,TC-00047073,adulto_mayor,Villa Nueva,ACTIVA
389,2026-06-01T19:25:00,UPDATE,TC-00047852,trabajador,Zona 9,ACTIVA
390,2026-06-01T04:04:00,UPDATE,TC-00018894,trabajador,Zona 10,ACTIVA
391,2026-06-01T02:53:00,UPDATE,TC-00015612,adulto_mayor,Zona 13,ACTIVA
392,2026-06-01T08:23:00,UPDATE,TC-00025547,estudiante,Zona 7,ACTIVA
393,2026-06-01T15:37:00,UPDATE,TC-00013969,trabajador,Zona 11,ACTIVA
394,2026-06-01T21:02:00,UPDATE,0000023962,adulto_mayor,Zona 6,ACTIVA
395,2026-06-01T22:38:00,UPDATE,TC-00002908,adulto_mayor,Zona 13,ACTIVA
396,2026-06-01T08:25:00,UPDATE,TC-00051539,adulto_mayor,San Miguel Petapa,ACTIVA
397,2026-06-01T02:25:00,UPDATE,0000042091,general,Mixco,ACTIVA
398,2026-06-01T15:30:00,UPDATE,TC-00008922,adulto_mayor,Zona 18,ACTIVA
399,2026-06-01T06:57:00,UPDATE,TC-00010705,estudiante,Zona 10,ACTIVA
400,2026-06-01T15:25:00,UPDATE,TC-00031386,adulto_mayor,San Miguel Petapa,ACTIVA
401,2026-06-01T02:53:00,UPDATE,TC-00009907,general,Zona 6,ACTIVA
402,2026-06-01T20:09:00,UPDATE,SIN-TARJETA,estudiante,Zona 4,ACTIVA
403,2026-06-01T23:28:00,UPDATE,TC-00015616,adulto_mayor,Zona 1,ACTIVA
404,2026-06-01T00:29:00,UPDATE,TC-00047326,estudiante,Zona 10,ACTIVA
405,2026-06-01T10:48:00,UPDATE,0000026876,adulto_mayor,Zona 9,ACTIVA
406,2026-06-01T21:41:00,UPDATE,TC-00014592,estudiante,Santa Catarina Pinula,ACTIVA
407,2026-06-01T04:46:00,UPDATE,TC-00038609,estudiante,Zona 17,ACTIVA
408,2026-06-01T09:59:00,UPDATE,TC-00016022,trabajador,Zona 4,ACTIVA
409,2026-06-01T16:50:00,UPDATE,TC-00019503,adulto_mayor,San Miguel Petapa,ACTIVA
410,2026-06-01T09:12:00,UPDATE,0000021485,general,Zona 4,ACTIVA
411,2026-06-01T11:38:00,UPDATE,MR0016895,adulto_mayor,Mixco,ACTIVA
412,2026-06-01T04:03:00,UPDATE,SIN-TARJETA,general,Zona 13,ACTIVA
413,2026-06-01T08:08:00,UPDATE,TC-00003623,trabajador,Zona 12,ACTIVA
414,2026-06-01T17:05:00,UPDATE,TC-00005200,trabajador,Zona 7,ACTIVA
415,2026-06-01T13:47:00,UPDATE,TC-00020555,estudiante,Zona 8,ACTIVA
416,2026-06-01T12:25:00,UPDATE,MR0040276,adulto_mayor,Zona 10,ACTIVA
417,2026-06-01T06:53:00,UPDATE,MR0035668,general,Mixco,ACTIVA
418,2026-06-01T23:26:00,UPDATE,TC-00008648,general,Zona 9,ACTIVA
419,2026-06-01T00:49:00,UPDATE,TC-00034348,estudiante,Zona 1,ACTIVA
420,2026-06-01T11:50:00,UPDATE,TC-00032554,trabajador,Zona 1,ACTIVA
421,2026-06-01T17:14:00,UPDATE,SIN-TARJETA,trabajador,Zona 18,ACTIVA
422,2026-06-01T18:31:00,UPDATE,TC-00047348,estudiante,Mixco,ACTIVA
423,2026-06-01T19:11:00,UPDATE,TC-00036514,estudiante,Zona 18,ACTIVA
424,2026-06-01T23:25:00,UPDATE,TC-00018838,adulto_mayor,Zona 1,ACTIVA
425,2026-06-01T19:14:00,UPDATE,0000050075,estudiante,Zona 4,ACTIVA
426,2026-06-01T05:14:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 9,ACTIVA
427,2026-06-01T02:39:00,UPDATE,TC-00050697,estudiante,Zona 12,ACTIVA
428,2026-06-01T04:27:00,UPDATE,TC-00011925,estudiante,Zona 8,ACTIVA
429,2026-06-01T11:22:00,UPDATE,TC-00057491,general,Zona 17,ACTIVA
430,2026-06-01T22:09:00,UPDATE,0000042993,trabajador,Zona 10,ACTIVA
431,2026-06-01T21:58:00,UPDATE,TC-00001409,trabajador,Zona 10,ACTIVA
432,2026-06-01T02:01:00,UPDATE,TC-00022954,trabajador,Zona 10,ACTIVA
433,2026-06-01T05:54:00,UPDATE,TC-00025189,trabajador,Zona 13,ACTIVA
434,2026-06-01T20:14:00,UPDATE,SIN-TARJETA,trabajador,Zona 9,ACTIVA
435,2026-06-01T20:35:00,UPDATE,TC-00059142,estudiante,Zona 12,ACTIVA
436,2026-06-01T23:45:00,UPDATE,TC-00054161,estudiante,Zona 13,ACTIVA
437,2026-06-01T03:29:00,UPDATE,TC-00047696,adulto_mayor,Mixco,ACTIVA
438,2026-06-01T05:33:00,UPDATE,0000026308,trabajador,Villa Nueva,ACTIVA
439,2026-06-01T10:51:00,UPDATE,TC-00039793,general,Zona 12,ACTIVA
440,2026-06-01T11:38:00,UPDATE,TC-00036966,adulto_mayor,Zona 11,ACTIVA
441,2026-06-01T14:56:00,UPDATE,TC-00057830,trabajador,Zona 12,ACTIVA
442,2026-06-01T22:47:00,UPDATE,TC-00015704,general,Zona 13,ACTIVA
443,2026-06-01T09:34:00,UPDATE,TC-00006660,estudiante,Zona 12,ACTIVA
444,2026-06-01T18:40:00,UPDATE,0000001594,general,Zona 7,ACTIVA
445,2026-06-01T18:16:00,UPDATE,TC-00017224,estudiante,Zona 9,ACTIVA
446,2026-06-01T15:48:00,UPDATE,MR0003338,estudiante,Zona 9,ACTIVA
447,2026-06-01T18:18:00,UPDATE,TC-00010794,trabajador,Mixco,ACTIVA
448,2026-06-01T18:27:00,UPDATE,TC-00003106,adulto_mayor,Mixco,ACTIVA
449,2026-06-01T13:30:00,UPDATE,TC-00019789,estudiante,Zona 17,ACTIVA
450,2026-06-01T12:34:00,UPDATE,TC-00055490,estudiante,Zona 13,ACTIVA
451,2026-06-01T21:41:00,UPDATE,TC-00037022,adulto_mayor,Zona 10,ACTIVA
452,2026-06-01T13:49:00,UPDATE,TC-00015105,trabajador,Villa Nueva,ACTIVA
453,2026-06-01T19:24:00,UPDATE,TC-00021030,general,Zona 6,ACTIVA
454,2026-06-01T19:09:00,UPDATE,TC-00015889,trabajador,Zona 7,ACTIVA
455,2026-06-01T13:44:00,UPDATE,0000011548,trabajador,Zona 8,ACTIVA
456,2026-06-01T21:23:00,UPDATE,TC-00014182,estudiante,Santa Catarina Pinula,ACTIVA
457,2026-06-01T01:59:00,UPDATE,TC-00035306,general,Zona 17,ACTIVA
458,2026-06-01T21:13:00,UPDATE,0000046568,general,Zona 1,ACTIVA
459,2026-06-01T16:18:00,UPDATE,TC-00043332,trabajador,San Miguel Petapa,ACTIVA
460,2026-06-01T21:43:00,UPDATE,TC-00012220,general,San Miguel Petapa,ACTIVA
461,2026-06-01T23:23:00,UPDATE,TC-00056393,trabajador,Zona 9,ACTIVA
462,2026-06-01T19:11:00,UPDATE,SIN-TARJETA,trabajador,Zona 11,ACTIVA
463,2026-06-01T06:42:00,UPDATE,SIN-TARJETA,trabajador,Zona 12,ACTIVA
464,2026-06-01T05:00:00,UPDATE,TC-00031983,general,Zona 17,ACTIVA
465,2026-06-01T10:31:00,UPDATE,TC-00029957,trabajador,Villa Nueva,ACTIVA
466,2026-06-01T16:11:00,UPDATE,TC-00039457,trabajador,Zona 17,ACTIVA
467,2026-06-01T19:59:00,UPDATE,TC-00053823,estudiante,Zona 13,ACTIVA
468,2026-06-01T21:52:00,UPDATE,TC-00016222,estudiante,Zona 8,ACTIVA
469,2026-06-01T13:41:00,UPDATE,0000006194,adulto_mayor,Santa Catarina Pinula,ACTIVA
470,2026-06-01T11:17:00,UPDATE,TC-00039149,general,Zona 1,ACTIVA
471,2026-06-01T14:42:00,UPDATE,0000027012,general,Zona 8,ACTIVA
472,2026-06-01T22:37:00,UPDATE,TC-00059746,trabajador,Zona 13,ACTIVA
473,2026-06-01T13:07:00,UPDATE,SIN-TARJETA,trabajador,Zona 8,ACTIVA
474,2026-06-01T16:29:00,UPDATE,MR0024735,adulto_mayor,Zona 18,ACTIVA
475,2026-06-01T11:37:00,UPDATE,0000053259,adulto_mayor,Villa Nueva,ACTIVA
476,2026-06-01T07:32:00,UPDATE,TC-00035309,estudiante,Zona 7,ACTIVA
477,2026-06-01T16:58:00,UPDATE,TC-00039040,trabajador,Zona 7,ACTIVA
478,2026-06-01T09:59:00,UPDATE,TC-00028725,estudiante,Zona 11,ACTIVA
479,2026-06-01T23:59:00,UPDATE,TC-00029867,general,Zona 8,ACTIVA
480,2026-06-01T18:02:00,UPDATE,MR0056671,trabajador,Zona 4,ACTIVA
481,2026-06-01T09:05:00,UPDATE,TC-00040090,estudiante,Zona 18,ACTIVA
482,2026-06-01T22:43:00,UPDATE,TC-00059674,adulto_mayor,Zona 6,ACTIVA
483,2026-06-01T08:12:00,UPDATE,TC-00011593,trabajador,Villa Nueva,ACTIVA
484,2026-06-01T14:37:00,UPDATE,TC-00051231,trabajador,Zona 6,ACTIVA
485,2026-06-01T12:10:00,UPDATE,TC-00033334,adulto_mayor,Zona 8,ACTIVA
486,2026-06-01T15:00:00,UPDATE,0000006795,trabajador,Zona 1,ACTIVA
487,2026-06-01T04:10:00,UPDATE,0000036842,general,Zona 6,ACTIVA
488,2026-06-01T15:48:00,UPDATE,TC-00021784,adulto_mayor,Zona 12,ACTIVA
489,2026-06-01T09:46:00,UPDATE,TC-00015128,trabajador,Zona 11,ACTIVA
490,2026-06-01T14:26:00,UPDATE,TC-00047947,adulto_mayor,Zona 4,ACTIVA
491,2026-06-01T19:34:00,UPDATE,TC-00004571,general,Zona 8,ACTIVA
492,2026-06-01T15:52:00,UPDATE,TC-00034184,trabajador,Villa Nueva,ACTIVA
493,2026-06-01T08:51:00,UPDATE,SIN-TARJETA,estudiante,Santa Catarina Pinula,ACTIVA
494,2026-06-01T17:48:00,UPDATE,TC-00003528,estudiante,Zona 10,ACTIVA
495,2026-06-01T02:42:00,UPDATE,TC-00030172,trabajador,Villa Nueva,ACTIVA
496,2026-06-01T20:08:00,UPDATE,TC-00019335,trabajador,Zona 7,ACTIVA
497,2026-06-01T16:54:00,UPDATE,SIN-TARJETA,general,San Miguel Petapa,ACTIVA
498,2026-06-01T04:01:00,UPDATE,MR0005600,adulto_mayor,Zona 17,ACTIVA
499,2026-06-01T06:55:00,UPDATE,MR0029426,estudiante,Zona 13,ACTIVA
500,2026-06-01T08:24:00,UPDATE,TC-00023292,adulto_mayor,Zona 7,ACTIVA
501,2026-06-01T11:41:00,UPDATE,MR0054569,general,Zona 7,ACTIVA
502,2026-06-01T01:11:00,UPDATE,0000044797,trabajador,Santa Catarina Pinula,ACTIVA
503,2026-06-01T10:08:00,UPDATE,TC-00010611,estudiante,Zona 6,ACTIVA
504,2026-06-01T03:11:00,UPDATE,TC-00028189,adulto_mayor,Zona 10,ACTIVA
505,2026-06-01T23:26:00,UPDATE,TC-00021574,trabajador,Villa Nueva,ACTIVA
506,2026-06-01T12:53:00,UPDATE,TC-00004464,trabajador,Zona 10,ACTIVA
507,2026-06-01T11:27:00,UPDATE,TC-00047531,adulto_mayor,Zona 18,ACTIVA
508,2026-06-01T18:56:00,UPDATE,TC-00008292,adulto_mayor,Zona 9,ACTIVA
509,2026-06-01T17:46:00,UPDATE,TC-00020824,adulto_mayor,Zona 7,ACTIVA
510,2026-06-01T01:54:00,UPDATE,TC-00045126,general,Zona 11,ACTIVA
511,2026-06-01T03:25:00,UPDATE,TC-00028267,trabajador,Zona 12,ACTIVA
512,2026-06-01T04:55:00,UPDATE,TC-00007279,general,Zona 6,ACTIVA
513,2026-06-01T07:05:00,UPDATE,TC-00026888,adulto_mayor,Zona 12,ACTIVA
514,2026-06-01T07:42:00,UPDATE,TC-00047376,general,Zona 12,ACTIVA
515,2026-06-01T07:02:00,UPDATE,TC-00016273,trabajador,Zona 7,ACTIVA
516,2026-06-01T10:59:00,UPDATE,TC-00021919,estudiante,Zona 13,ACTIVA
517,2026-06-01T14:22:00,UPDATE,TC-00037787,general,Santa Catarina Pinula,ACTIVA
518,2026-06-01T09:22:00,UPDATE,TC-00013622,estudiante,San Miguel Petapa,ACTIVA
519,2026-06-01T12:12:00,UPDATE,SIN-TARJETA,estudiante,Mixco,ACTIVA
520,2026-06-01T03:08:00,UPDATE,SIN-TARJETA,general,Zona 6,ACTIVA
521,2026-06-01T06:25:00,UPDATE,TC-00002732,general,San Miguel Petapa,ACTIVA
522,2026-06-01T04:19:00,UPDATE,TC-00057841,general,Zona 18,ACTIVA
523,2026-06-01T12:53:00,UPDATE,TC-00048526,general,Zona 9,ACTIVA
524,2026-06-01T16:53:00,UPDATE,TC-00001968,estudiante,Zona 10,ACTIVA
525,2026-06-01T01:57:00,UPDATE,0000055907,adulto_mayor,Zona 6,ACTIVA
526,2026-06-01T06:22:00,UPDATE,TC-00009801,adulto_mayor,Zona 18,ACTIVA
527,2026-06-01T10:38:00,UPDATE,TC-00001960,adulto_mayor,San Miguel Petapa,ACTIVA
528,2026-06-01T15:59:00,UPDATE,0000015778,general,Zona 4,ACTIVA
529,2026-06-01T10:08:00,UPDATE,TC-00007783,trabajador,San Miguel Petapa,ACTIVA
530,2026-06-01T07:12:00,UPDATE,TC-00014415,trabajador,Zona 12,ACTIVA
531,2026-06-01T21:32:00,UPDATE,TC-00031622,adulto_mayor,Zona 6,ACTIVA
532,2026-06-01T19:35:00,UPDATE,TC-00024222,trabajador,Zona 6,ACTIVA
533,2026-06-01T21:18:00,UPDATE,TC-00012216,estudiante,Zona 6,ACTIVA
534,2026-06-01T13:13:00,UPDATE,TC-00027736,adulto_mayor,Zona 18,ACTIVA
535,2026-06-01T22:49:00,UPDATE,TC-00032834,general,Zona 1,ACTIVA
536,2026-06-01T15:42:00,UPDATE,TC-00018785,general,Zona 12,ACTIVA
537,2026-06-01T20:08:00,UPDATE,TC-00048093,general,Zona 13,ACTIVA
538,2026-06-01T10:34:00,UPDATE,TC-00007927,estudiante,Zona 11,ACTIVA
539,2026-06-01T17:54:00,UPDATE,TC-00007110,adulto_mayor,Zona 1,ACTIVA
540,2026-06-01T07:04:00,UPDATE,TC-00021859,trabajador,Zona 4,ACTIVA
541,2026-06-01T17:43:00,UPDATE,0000027047,estudiante,Zona 9,ACTIVA
542,2026-06-01T20:55:00,UPDATE,MR0020199,trabajador,Santa Catarina Pinula,ACTIVA
543,2026-06-01T09:05:00,UPDATE,TC-00025236,estudiante,Zona 11,ACTIVA
544,2026-06-01T17:21:00,UPDATE,TC-00007526,general,Zona 7,ACTIVA
545,2026-06-01T08:28:00,UPDATE,TC-00056261,general,Zona 13,ACTIVA
546,2026-06-01T15:56:00,UPDATE,TC-00021369,estudiante,Zona 17,ACTIVA
547,2026-06-01T02:26:00,UPDATE,0000042678,adulto_mayor,Zona 7,ACTIVA
548,2026-06-01T03:10:00,UPDATE,TC-00009120,estudiante,Santa Catarina Pinula,ACTIVA
549,2026-06-01T05:45:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 17,ACTIVA
550,2026-06-01T13:51:00,UPDATE,TC-00057981,estudiante,Zona 7,ACTIVA
551,2026-06-01T02:27:00,UPDATE,0000014988,general,Zona 17,ACTIVA
552,2026-06-01T13:10:00,UPDATE,0000039493,general,Zona 4,ACTIVA
553,2026-06-01T13:37:00,UPDATE,TC-00008401,adulto_mayor,Mixco,ACTIVA
554,2026-06-01T07:36:00,UPDATE,TC-00046263,estudiante,San Miguel Petapa,ACTIVA
555,2026-06-01T22:55:00,UPDATE,TC-00000535,adulto_mayor,Zona 12,ACTIVA
556,2026-06-01T15:45:00,UPDATE,0000020456,estudiante,Zona 6,ACTIVA
557,2026-06-01T05:38:00,UPDATE,TC-00014210,trabajador,Zona 12,ACTIVA
558,2026-06-01T03:23:00,UPDATE,TC-00027222,trabajador,Zona 1,ACTIVA
559,2026-06-01T14:19:00,UPDATE,0000056531,trabajador,Villa Nueva,ACTIVA
560,2026-06-01T16:23:00,UPDATE,0000032597,estudiante,Zona 4,ACTIVA
561,2026-06-01T18:41:00,UPDATE,TC-00059358,trabajador,Zona 10,ACTIVA
562,2026-06-01T20:11:00,UPDATE,0000059101,adulto_mayor,Zona 11,ACTIVA
563,2026-06-01T09:57:00,UPDATE,TC-00058029,estudiante,Mixco,ACTIVA
564,2026-06-01T11:31:00,UPDATE,0000042887,estudiante,Zona 11,ACTIVA
565,2026-06-01T11:58:00,UPDATE,SIN-TARJETA,trabajador,Zona 8,ACTIVA
566,2026-06-01T03:28:00,UPDATE,TC-00025505,general,Zona 7,ACTIVA
567,2026-06-01T13:33:00,UPDATE,TC-00058974,adulto_mayor,Santa Catarina Pinula,ACTIVA
568,2026-06-01T14:53:00,UPDATE,TC-00017965,general,Zona 1,ACTIVA
569,2026-06-01T21:59:00,UPDATE,0000007841,trabajador,Zona 6,ACTIVA
570,2026-06-01T17:20:00,UPDATE,TC-00004605,general,Zona 8,ACTIVA
571,2026-06-01T02:58:00,UPDATE,SIN-TARJETA,general,Zona 13,ACTIVA
572,2026-06-01T16:27:00,UPDATE,TC-00012962,estudiante,Zona 11,ACTIVA
573,2026-06-01T04:55:00,UPDATE,TC-00010965,trabajador,Zona 4,ACTIVA
574,2026-06-01T02:51:00,UPDATE,TC-00028335,adulto_mayor,Zona 7,ACTIVA
575,2026-06-01T15:30:00,UPDATE,TC-00030889,general,Zona 7,ACTIVA
576,2026-06-01T14:17:00,UPDATE,TC-00039219,general,Villa Nueva,ACTIVA
577,2026-06-01T01:13:00,UPDATE,TC-00018756,general,Zona 12,ACTIVA
578,2026-06-01T11:24:00,UPDATE,TC-00017090,general,Zona 1,ACTIVA
579,2026-06-01T17:48:00,UPDATE,TC-00031651,estudiante,Zona 1,ACTIVA
580,2026-06-01T21:46:00,UPDATE,TC-00059803,adulto_mayor,Zona 1,ACTIVA
581,2026-06-01T16:42:00,UPDATE,TC-00015468,estudiante,Villa Nueva,ACTIVA
582,2026-06-01T23:18:00,UPDATE,TC-00022324,general,Zona 17,ACTIVA
583,2026-06-01T23:49:00,UPDATE,TC-00023702,general,Zona 12,ACTIVA
584,2026-06-01T19:27:00,UPDATE,MR0009885,general,Zona 18,ACTIVA
585,2026-06-01T07:01:00,UPDATE,0000025465,estudiante,Zona 17,ACTIVA
586,2026-06-01T16:32:00,UPDATE,TC-00003197,general,Santa Catarina Pinula,ACTIVA
587,2026-06-01T17:51:00,UPDATE,0000006365,general,Villa Nueva,ACTIVA
588,2026-06-01T08:49:00,UPDATE,TC-00055315,adulto_mayor,Zona 11,ACTIVA
589,2026-06-01T17:07:00,UPDATE,TC-00013081,trabajador,Santa Catarina Pinula,ACTIVA
590,2026-06-01T12:56:00,UPDATE,TC-00002650,general,Zona 12,ACTIVA
591,2026-06-01T15:30:00,UPDATE,TC-00042096,trabajador,Zona 17,ACTIVA
592,2026-06-01T09:01:00,UPDATE,TC-00031347,adulto_mayor,Santa Catarina Pinula,ACTIVA
593,2026-06-01T13:36:00,UPDATE,TC-00016490,adulto_mayor,Zona 9,ACTIVA
594,2026-06-01T14:29:00,UPDATE,TC-00050981,estudiante,Zona 17,ACTIVA
595,2026-06-01T08:19:00,UPDATE,TC-00000844,trabajador,Zona 9,ACTIVA
596,2026-06-01T13:30:00,UPDATE,0000038214,trabajador,Zona 18,ACTIVA
597,2026-06-01T07:41:00,UPDATE,TC-00054017,adulto_mayor,Mixco,ACTIVA
598,2026-06-01T22:10:00,UPDATE,TC-00000425,trabajador,Zona 12,ACTIVA
599,2026-06-01T16:27:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 11,ACTIVA
600,2026-06-01T12:21:00,UPDATE,TC-00027820,trabajador,San Miguel Petapa,ACTIVA
601,2026-06-01T19:26:00,DELETE,TC-00040295,,,
602,2026-06-01T05:47:00,DELETE,TC-00013027,,,
603,2026-06-01T19:24:00,DELETE,TC-00038522,,,
604,2026-06-01T21:07:00,DELETE,TC-00040305,,,
605,2026-06-01T21:41:00,DELETE,TC-00045153,,,
606,2026-06-01T00:32:00,DELETE,0000023250,,,
607,2026-06-01T10:29:00,DELETE,TC-00030988,,,
608,2026-06-01T05:18:00,DELETE,TC-00012618,,,
609,2026-06-01T22:35:00,DELETE,0000058613,,,
